pid,date,like_rate,mark_rate,is_comic,is_ai,is_Genshin,is_Honkai,comments,views,rank,top_cnt,date_diff_day
107293808,20230419,0.1080077887306803,0.14573445296336862,0,0,0,0,3,16434,17,2,1
107285593,20230419,0.09455529930813196,0.12182893813295899,0,0,0,0,7,19946,18,2,2
107277382,20230419,0.14389092017062766,0.20833333333333334,0,0,0,0,3,13128,20,2,2
107292600,20230419,0.13463691963132052,0.18632095787750882,0,0,0,0,5,11609,21,2,1
107277630,20230419,0.041585816988902076,0.03762127451664689,1,0,0,0,79,71635,22,2,2
107277902,20230419,0.18051724137931036,0.27793103448275863,0,0,0,0,1,5800,50,0,2
107309957,20230419,0.13714393510658365,0.20675344274665158,0,1,1,0,1,5301,38,0,1
107308837,20230419,0.13618677042801555,0.2204928664072633,0,1,0,0,0,2313,27,0,1
107302077,20230419,0.1408690712865663,0.19767111616018176,0,1,0,0,2,3521,20,0,1
107278643,20230419,0.17143326758711375,0.2905982905982906,0,1,1,0,0,6084,21,2,2
107308603,20230419,0.12344057780695995,0.18548916611950098,0,1,0,0,0,6092,23,0,1
107308851,20230419,0.19732829969507767,0.2872077827791491,0,1,0,0,8,6887,25,0,1
107306298,20230419,0.10392422192151556,0.14370771312584574,0,1,0,0,1,3695,48,0,1
107297978,20230419,0.18185584092792045,0.31710853355426677,0,1,0,0,3,4828,47,0,1
107313623,20230419,0.20566146735990756,0.29982668977469673,0,1,0,1,6,1731,46,0,1
107308497,20230419,0.15629453681710215,0.24536817102137767,0,1,1,0,0,4210,45,0,1
107289923,20230419,0.15860878145041934,0.25949679329057723,0,1,0,0,3,4054,44,0,1
107306150,20230419,0.11878306878306878,0.19365079365079366,0,1,0,1,0,3780,43,0,1
107309605,20230419,0.14480545527476935,0.21058965102286403,0,1,0,0,0,2493,42,0,1
107288392,20230419,0.07879534046784734,0.14698361587271522,0,1,1,0,2,10559,41,0,1
107303032,20230419,0.09947368421052631,0.15394736842105264,0,1,0,0,0,3800,40,0,1
107299650,20230419,0.05788026878436164,0.10293219303604154,0,1,1,0,0,6548,39,0,1
107309173,20230419,0.11518055793256889,0.19322265959267498,0,1,1,0,5,5843,26,0,1
107308768,20230419,0.0918769716088328,0.1460304942166141,0,1,1,0,1,7608,37,0,1
107312556,20230419,0.0930148389431777,0.14006514657980457,0,1,0,0,0,2763,36,0,1
107279486,20230419,0.16974107293958368,0.27297343036046706,0,1,0,0,4,5909,35,0,2
107292435,20230419,0.10236985236985237,0.1487956487956488,0,1,0,0,2,5148,32,0,1
107307609,20230419,0.15188172043010753,0.24977598566308243,0,1,1,0,0,4464,31,0,1
107303933,20230419,0.13497545144378797,0.2231838229175335,0,1,1,0,9,12017,30,0,1
107280286,20230419,0.14580514208389717,0.21160351826792964,0,1,0,0,1,5912,29,0,2
107306305,20230419,0.19220621067586766,0.34239902577633446,0,1,1,0,1,4927,19,0,1
107314736,20230419,0.11134676564156946,0.1587133262636974,0,1,0,0,0,2829,28,0,0
107308935,20230419,0.18042378241619228,0.2463630613535737,0,1,1,0,2,6324,18,0,1
107281759,20230419,0.17419750562257208,0.2424861991412799,0,1,0,0,4,4891,8,2,2
107279319,20230419,0.1280122207370632,0.17574947489020432,0,1,0,0,5,26185,1,2,2
107308709,20230419,0.13522339320172183,0.22354163574291228,0,1,1,0,1,6737,50,0,1
107277272,20230419,0.09261900812738431,0.12456460441200863,0,1,0,0,21,30145,2,2,2
107279479,20230419,0.1455421686746988,0.19212851405622489,0,1,0,0,3,6225,3,2,2
107308892,20230419,0.1549242898260543,0.2680515580027531,0,1,1,0,2,7991,17,0,1
107277284,20230419,0.17472666105971404,0.27333894028595457,0,1,1,0,3,9512,5,2,2
107298326,20230419,0.13768755516328332,0.19735216240070608,0,1,0,0,2,5665,6,0,1
107299092,20230419,0.1593203644422556,0.2423048510219158,0,1,0,0,2,4061,7,0,1
107302332,20230419,0.1294380198823291,0.21627104889429904,0,1,0,0,1,4929,4,0,1
107308913,20230419,0.11393923240938167,0.16204690831556504,0,1,1,0,16,7504,9,0,1
107304496,20230419,0.11668297455968689,0.17930528375733856,0,1,0,0,2,4088,11,0,1
107308734,20230419,0.14428607151787948,0.24493623405851464,0,1,1,0,1,7998,12,0,1
107308107,20230419,0.10148258820825193,0.1726238363406505,0,1,0,0,1,8701,13,0,1
107287553,20230419,0.16301239275500476,0.2469018112488084,0,1,0,0,0,5245,14,2,1
107277839,20230419,0.1534433245115153,0.25851680837885016,0,1,1,0,3,17759,15,2,2
107277743,20230419,0.13306217315514235,0.20685647879140034,0,1,0,0,6,10326,16,0,2
107281845,20230419,0.17767455363623166,0.2498185513136885,0,1,1,0,4,6889,10,2,2
107285963,20230418,0.05711849957374254,0.10869565217391304,0,1,0,0,2,7038,46,0,0
107282455,20230418,0.140279823269514,0.20802650957290134,0,1,0,0,0,2716,50,0,1
107278666,20230418,0.13463646328096457,0.2091706247716478,0,1,1,0,0,5474,48,0,1
107273922,20230418,0.19229602669093115,0.3494085532302093,0,1,0,0,1,3297,47,0,1
107278415,20230418,0.15983539094650207,0.2618930041152263,0,1,1,0,0,6075,42,0,1
107275074,20230418,0.11449498843484965,0.17289899768696992,0,1,1,0,3,5188,45,0,1
107281154,20230418,0.13341493268053856,0.1966544267645859,0,1,0,0,0,2451,44,0,1
107294725,20230418,0.10919067215363512,0.21426611796982167,0,1,1,0,0,3645,43,0,0
107268113,20230418,0.13599613853022807,0.25389163750452515,0,1,0,0,2,8287,41,0,1
107259959,20230418,0.15556768558951964,0.25846069868995636,0,1,0,0,0,3664,40,0,1
107259904,20230418,0.11373025516403402,0.1818955042527339,0,1,0,0,2,8230,2,2,1
107248385,20230418,0.13757570990324863,0.22614646424919374,0,1,1,0,0,12713,21,2,2
107249129,20230418,0.1486433346441211,0.24983615152706776,0,1,1,0,2,7629,18,2,2
107277360,20230418,0.14942336620424537,0.2923282634130035,0,1,1,0,1,5983,17,0,1
107272009,20230418,0.11284722222222222,0.17899305555555556,0,1,0,0,0,5760,16,0,1
107248572,20230418,0.17708555579261787,0.306592703221677,0,1,1,0,1,9374,15,2,2
107276767,20230418,0.17378372636498832,0.26003824091778205,0,1,0,0,2,4707,13,0,1
107274667,20230418,0.1627172195892575,0.21998420221169035,0,1,0,0,0,2532,11,0,1
107247887,20230418,0.1580858513811438,0.26572428997535985,0,1,1,0,0,7711,10,2,2
107247032,20230418,0.18401102687801515,0.3232253618194349,0,1,1,0,4,11608,8,2,2
107273578,20230418,0.09121255864308914,0.16302778780223745,0,1,0,0,10,22168,7,0,1
107257259,20230418,0.1537199124726477,0.23468271334792123,0,1,0,0,6,5484,6,2,1
107250039,20230418,0.1674364896073903,0.21709006928406466,0,1,0,0,1,4330,5,2,2
107247959,20230418,0.14950166112956811,0.20119601328903655,0,1,0,0,3,7525,4,2,2
107263409,20230418,0.1410695468914647,0.2417017913593256,0,1,0,0,0,7592,3,2,1
107283126,20230418,0.14651162790697675,0.22267441860465118,0,1,0,0,0,5160,20,0,1
107283431,20230418,0.08305006890215894,0.1326596233348645,0,1,0,0,2,10885,22,0,1
107273918,20230418,0.19837855724685638,0.343481138318994,0,1,0,0,0,6044,39,0,1
107248428,20230418,0.13196033562166284,0.2318840579710145,0,1,1,0,1,6555,23,0,2
107270334,20230418,0.11190168175937905,0.17960327727468736,0,1,0,0,4,4638,36,0,1
107279877,20230418,0.15451895043731778,0.21449396084964598,0,1,0,0,0,2401,35,0,1
107275741,20230418,0.18938961779806046,0.2829435253850542,0,1,0,0,1,1753,34,0,1
107275068,20230418,0.1483215459707142,0.22601852774180695,0,1,1,0,3,10039,33,0,1
107248668,20230418,0.15447962515973307,0.26622178049126793,0,1,1,0,0,7043,32,0,2
107293832,20230418,0.17899901864573112,0.29106967615309126,0,1,0,0,1,5095,30,0,0
107279291,20230418,0.16825715720743345,0.2360622802611753,0,1,0,0,2,1991,28,0,1
107283755,20230418,0.09423575129533679,0.15317357512953367,0,1,0,0,2,6176,27,0,1
107293686,20230418,0.09890965732087227,0.15031152647975077,0,1,0,0,2,3852,26,0,0
107276303,20230418,0.1504205838693716,0.23948540326571005,0,1,0,0,0,2021,24,0,1
107247036,20230418,0.17688166965719143,0.287940315421664,0,1,1,0,2,10589,14,2,2
107256130,20230418,0.07201622900935423,0.10255832300236672,0,0,0,0,0,8873,49,0,2
107261496,20230418,0.02776915515546588,0.022427440633245383,0,0,0,0,119,77316,38,0,1
107246999,20230418,0.14783982240437157,0.20880293715846995,0,0,0,0,10,23424,27,0,2
107266812,20230418,0.14336053412462907,0.21253709198813056,0,0,0,0,7,10784,29,0,1
107249805,20230418,0.12598225602027882,0.1850443599493029,0,0,0,0,3,15780,31,0,2
107249725,20230418,0.04168022887293783,0.03575283093210902,1,0,0,0,32,58373,34,2,2
107259823,20230418,0.043383071171140826,0.05304995116036242,1,0,0,0,13,29689,39,0,1
107246927,20230418,0.19330978705978705,0.28232493857493857,0,0,1,0,25,39072,42,0,2
107248440,20230418,0.12671381151681338,0.17361812671381152,0,0,1,0,1,6929,43,0,2
107247010,20230418,0.024723193707995552,0.02743081857301723,0,0,0,0,141,62047,44,0,2
107261228,20230418,0.1628166915052161,0.21236959761549926,0,0,0,0,14,10736,45,0,1
107264510,20230418,0.04239038587926016,0.04393953619378462,1,0,0,0,72,63906,46,0,1
107275408,20230418,0.1959181356268983,0.30551534247353035,0,0,0,0,30,35229,47,0,1
107295315,20230418,0.034649038768601904,0.045027783100210765,0,0,1,0,4,31314,48,0,0
107283266,20230418,0.15450971187136905,0.23443459890851476,0,0,0,0,12,17041,50,0,1
107266260,20230418,0.039433728240879345,0.05113126042513152,0,0,0,0,27,46762,36,0,1
107263537,20230418,0.04176585304915712,0.053716800033312744,1,0,0,0,58,144089,12,2,1
107255759,20230418,0.03753032628608209,0.04193692132494925,0,0,0,0,0,282758,1,2,2
107246896,20230418,0.21244403495386033,0.26968314066481436,0,0,0,0,39,69463,2,2,2
107249069,20230418,0.08512105702566336,0.09820683146393698,0,0,0,0,93,110196,3,2,2
107247061,20230418,0.18538575487505768,0.2373054226668933,0,0,0,0,24,41179,5,2,2
107267141,20230418,0.05745400949833506,0.06527375948468803,0,0,0,0,50,73276,7,2,1
107247919,20230418,0.1101159888415798,0.15676846278079576,0,0,0,0,7,27244,11,2,2
107271745,20230418,0.08034672445407567,0.10742266568237563,0,0,0,0,12,41993,13,2,1
107253330,20230418,0.0427399727071932,0.041698906880882375,1,0,0,0,66,71081,22,2,2
107251535,20230418,0.09221440022304314,0.1219767198717502,0,0,0,0,2,14347,20,2,2
107270546,20230418,0.14831975427545097,0.23109560871489185,0,0,0,0,9,38417,19,0,1
107247115,20230418,0.04759573078997417,0.05408896079934145,0,0,0,0,16,140916,18,2,2
107252019,20230418,0.1650109145988328,0.2539760324319508,0,0,0,0,8,22447,21,0,2
107267237,20230418,0.09181686200913565,0.124145745547254,0,0,0,0,35,28241,15,2,1
107247693,20230417,0.183744557329463,0.27851959361393325,0,1,0,0,2,6890,29,0,1
107242417,20230417,0.15664961636828645,0.24360613810741688,0,1,0,0,1,3128,30,0,1
107244487,20230417,0.1228813559322034,0.19249394673123488,0,1,1,0,4,4956,31,0,1
107265753,20230417,0.1265126512651265,0.19856985698569857,0,1,1,0,2,3636,33,0,0
107224247,20230417,0.14438166980539863,0.215107763130362,0,1,0,1,5,4779,34,0,1
107249191,20230417,0.16464303059737737,0.2156386595434677,0,1,0,0,0,2059,35,0,1
107210824,20230417,0.136983842010772,0.21723518850987433,0,1,0,0,1,5570,36,2,2
107239240,20230417,0.12320966350301985,0.24883520276100085,0,1,1,0,1,5795,37,0,1
107226430,20230417,0.13756927949327,0.2110055423594616,0,1,0,0,2,5052,38,0,1
107234499,20230417,0.1400662251655629,0.25728476821192053,0,1,1,0,1,3020,50,0,1
107228401,20230417,0.0847718136675337,0.16871600851265076,0,1,1,0,1,8458,40,0,1
107247553,20230417,0.15703110093493608,0.21198244609807287,0,1,0,0,3,5241,41,0,1
107253987,20230417,0.06649501847083847,0.11597447665957684,0,1,0,0,5,8933,42,0,1
107248836,20230417,0.1315963060686016,0.2054749340369393,0,1,1,0,0,6064,44,0,1
107235854,20230417,0.09937888198757763,0.16545893719806765,0,1,0,0,7,5796,45,0,1
107228793,20230417,0.14150749640583282,0.2392688437050729,0,1,0,0,3,4869,46,0,1
107256299,20230417,0.08622132931525196,0.13644734639209777,0,1,0,0,1,5973,47,0,0
107248974,20230417,0.13535105238899986,0.2310646796742971,0,1,1,0,1,6509,48,0,1
107249400,20230417,0.13793103448275862,0.20757268424611225,0,1,1,0,0,1479,49,0,1
107229563,20230417,0.11785049215216813,0.18728385208832135,0,1,0,0,2,3759,27,0,1
107213243,20230417,0.1604401228249744,0.26215455475946775,0,0,1,0,4,7816,47,0,2
107229941,20230417,0.08409669211195929,0.16564885496183207,0,1,0,0,4,7860,26,0,1
107249490,20230417,0.16116910229645093,0.21892832289491998,0,1,0,0,6,7185,12,0,1
107243487,20230417,0.15393183337046112,0.24972154154600135,0,1,0,0,0,4489,5,0,1
107247018,20230417,0.17806880375293196,0.28831118060985145,0,1,1,0,4,5116,4,0,1
107214430,20230417,0.09593710484358678,0.1648798724503821,0,1,1,0,17,18189,3,2,2
107219450,20230417,0.11438127090301003,0.19645484949832775,0,1,0,0,3,14950,2,2,2
107212028,20230417,0.12471072255078426,0.20365132424787863,0,1,0,0,0,7778,1,2,2
107236493,20230417,0.10846602553996532,0.23049030427242628,0,1,0,1,3,6343,8,0,1
107214507,20230417,0.14341962791613347,0.19677133576139383,0,1,0,0,1,10159,11,2,2
107210229,20230417,0.1567777611717232,0.2237333731878643,0,1,1,0,1,6691,13,2,2
107212259,20230417,0.15521398432790837,0.22091621458710067,0,1,1,0,2,6636,25,2,2
107246879,20230417,0.08893247780843778,0.12287642541307889,0,1,0,0,23,30079,14,0,1
107211902,20230417,0.17279506299820005,0.29480586268963743,0,1,1,0,1,7778,16,2,2
107249080,20230417,0.16926406926406926,0.24329004329004328,0,1,0,0,1,2310,17,0,1
107228027,20230417,0.18570778334091945,0.31770596267637685,0,1,0,0,3,2197,20,0,1
107231568,20230417,0.05262541022034693,0.06973745897796531,0,1,0,0,4,8532,21,2,1
107232392,20230417,0.16093366093366093,0.2633906633906634,0,1,0,0,0,4070,23,0,1
107220542,20230417,0.05155179514057879,0.07154355883343941,0,0,0,0,84,53422,50,0,1
107211888,20230417,0.13027916964924838,0.217768233516265,0,0,1,0,6,12573,48,0,2
107210738,20230417,0.11475593372145096,0.16468875951634573,0,0,0,0,4,8932,34,0,2
107219781,20230417,0.1100868095567335,0.14680802028117076,0,0,1,0,6,13017,25,2,2
107210678,20230417,0.04183949038001835,0.03446137147730356,1,0,0,0,25,77391,26,2,2
107240807,20230417,0.04717703642434825,0.053640903103268696,0,0,0,0,23,32643,28,0,1
107218286,20230417,0.019593969001934556,0.02000797910378104,0,0,0,0,131,132847,29,2,2
107213262,20230417,0.11400558219423174,0.204179489014528,0,0,0,0,10,13973,30,0,2
107231377,20230417,0.14105339105339104,0.2086489898989899,0,0,0,0,8,22176,32,0,1
107220853,20230417,0.1246800731261426,0.17172455819622182,0,0,0,0,23,24615,33,0,1
107210501,20230417,0.12337011033099297,0.1632675805193358,1,0,0,0,8,8973,36,0,2
107227371,20230417,0.024615927656570412,0.02866675631156083,1,0,0,0,79,118988,38,2,1
107211840,20230417,0.0407326838803241,0.05335918534632239,1,0,0,0,26,63438,39,2,2
107211169,20230417,0.1679926320739928,0.23967314626116945,0,0,0,0,43,51032,40,2,2
107228570,20230417,0.06589191664758415,0.08094801923517289,0,0,1,0,0,17468,41,2,1
107218308,20230417,0.037282453836913705,0.046981590636086826,1,0,0,0,95,178985,42,0,2
107211157,20230417,0.1816440703593569,0.2644019958671438,0,0,1,0,16,19841,43,0,2
107229116,20230417,0.05021224521014188,0.0743049447397606,1,0,1,0,15,52298,44,0,1
107210303,20230417,0.12587719298245614,0.19347587719298245,0,0,0,0,24,54720,46,0,2
107231673,20230417,0.19901446711731632,0.25122243982563647,0,0,0,0,41,158290,1,2,1
107210127,20230417,0.147302873433866,0.1942531322679871,0,0,0,0,38,66645,2,2,2
107210391,20230417,0.15170253774494058,0.20770425099047007,0,0,1,0,19,37356,3,2,2
107233617,20230417,0.14120511259890445,0.18840873740447692,0,0,0,0,16,29574,4,2,1
107211250,20230417,0.18949454905847374,0.2567181084524989,0,0,0,0,35,35315,6,2,2
107215586,20230417,0.1581682227197837,0.215559122977483,0,0,1,0,42,47342,7,2,2
107223271,20230417,0.0877529427324428,0.09826742494379051,0,0,0,0,52,45366,9,2,1
107242879,20230417,0.09122544033406499,0.11885004550564805,0,0,0,0,11,37358,11,2,1
107210636,20230417,0.04815989439113916,0.041857170455277225,1,0,0,0,43,124232,21,2,2
107235849,20230417,0.04152189814391515,0.050185151321203256,0,0,0,0,29,87496,12,2,1
107210614,20230417,0.03657608247044473,0.0305962415048655,1,0,0,0,81,109033,15,2,2
107212916,20230417,0.14177610915518676,0.18932698347771465,0,0,0,0,62,68453,16,2,2
107223552,20230417,0.06218325507065533,0.05564859510283606,1,0,0,0,33,91359,17,2,1
107239679,20230417,0.10878756713518455,0.12638555593646442,0,0,0,0,10,17502,18,2,1
107234577,20230417,0.10079550326299243,0.13523555470871243,0,0,0,0,12,20993,19,2,1
107212352,20230417,0.15889088672281632,0.25541781016371723,0,0,1,0,4,10567,20,0,2
107239867,20230417,0.06326325066095934,0.08230517436736749,0,0,0,0,14,31772,45,0,1
107226869,20230417,0.1317241379310345,0.2093103448275862,0,1,0,0,2,5800,7,0,1
107178185,20230416,0.14564032697547685,0.21212534059945504,0,1,0,0,1,7340,10,2,2
107179649,20230416,0.11868226204528383,0.15473763279321814,0,1,0,0,7,9319,1,2,2
107236610,20230416,0.170080373347161,0.2483795696136894,0,1,0,0,2,3857,32,0,0
107219917,20230416,0.08085302239950905,0.1290273089904879,0,1,0,0,2,6518,31,0,0
107191662,20230416,0.14240117849251166,0.23091087650380554,0,1,0,0,1,8146,29,0,1
107178271,20230416,0.15525958811197435,0.2754963620668393,0,1,1,0,1,8109,28,2,2
107212109,20230416,0.1695692025664528,0.21608615948670945,0,1,0,0,1,4364,27,0,1
107211946,20230416,0.09818757698398733,0.15607953545662503,0,1,0,0,0,5683,25,0,1
107212504,20230416,0.14830991264717053,0.20243068742878845,0,1,1,0,2,5266,24,0,1
107209994,20230416,0.17601380500431407,0.23382226056945643,0,1,0,0,2,2318,23,0,1
107230310,20230416,0.07308423052564915,0.10835972134262191,0,1,0,0,3,15790,22,0,0
107212051,20230416,0.17689143265963156,0.2552316222500447,0,1,0,0,4,5591,21,0,1
107212710,20230416,0.14854404718024328,0.26268583364049636,0,1,1,0,0,8139,19,0,1
107186702,20230416,0.2150270428299956,0.35491887151001317,0,1,1,0,3,6841,18,0,1
107212970,20230416,0.1653930131004367,0.2843886462882096,0,1,1,0,0,9160,17,0,1
107211109,20230416,0.16381909547738693,0.2904522613065327,0,1,1,0,1,7960,16,0,1
107178396,20230416,0.1566583467919542,0.24342974599911907,0,1,1,0,1,6811,15,0,2
107210401,20230416,0.08206388206388206,0.13886977886977886,0,1,1,0,4,10175,13,0,1
107178209,20230416,0.1797598627787307,0.2919382504288165,0,1,1,0,0,5830,12,0,2
107217607,20230416,0.09445783132530121,0.14,0,1,0,0,2,4150,11,0,1
107212223,20230416,0.14663182346109174,0.2571138211382114,0,1,1,0,0,6888,35,0,1
107212981,20230416,0.14631336405529954,0.2171658986175115,0,1,1,0,0,1736,47,0,1
107179579,20230416,0.14168067226890757,0.18857142857142858,0,1,0,0,1,11900,2,2,2
107186527,20230416,0.040702314445331206,0.08949948694561624,0,1,0,0,3,17542,3,2,1
107181721,20230416,0.13790701723837714,0.2155667769458471,0,1,0,0,2,5743,5,2,2
107219129,20230416,0.14213878645658734,0.21991283942339926,0,1,0,0,8,2983,6,0,1
107215053,20230416,0.11551639745472345,0.1945668135095448,0,1,0,0,4,12258,50,0,1
107212309,20230416,0.16786034019695614,0.27439570277529096,0,1,1,0,0,2234,49,0,1
107195468,20230416,0.12099006676437063,0.18140368018238073,0,1,0,0,3,6141,48,0,1
107213300,20230416,0.17156074014481093,0.26930812550281574,0,1,0,0,0,4972,46,0,1
107200834,20230416,0.10323886639676114,0.15384615384615385,0,1,0,0,0,3952,36,0,1
107216253,20230416,0.11290322580645161,0.17502986857825567,0,1,0,0,2,3348,45,0,1
107215254,20230416,0.09281077182014907,0.14258235152680934,0,1,1,0,1,4159,44,0,1
107191744,20230416,0.12597994530537832,0.18231540565177756,0,1,0,0,1,5485,43,0,1
107212372,20230416,0.13068808061722564,0.21949299322941268,0,1,1,0,1,6351,42,0,1
107232840,20230416,0.05066038320828424,0.10243690705028834,0,1,1,0,1,16127,40,0,0
107179549,20230416,0.1688460985773818,0.24256358672223022,0,1,1,0,0,6959,38,0,2
107212308,20230416,0.12279966471081308,0.16031014249790443,0,1,1,0,2,4772,37,0,1
107201831,20230416,0.02516867116456439,0.02566735112936345,1,0,0,0,101,68180,43,0,1
107179498,20230416,0.1927178153446034,0.2747724317295189,0,1,1,0,0,7690,9,2,2
107177548,20230416,0.1283113622096673,0.16484620213433773,0,0,0,0,5,7965,36,2,2
107177467,20230416,0.09452802556250832,0.1339368925575822,0,0,0,0,6,15022,26,2,2
107209734,20230416,0.1554956896551724,0.23168103448275862,0,0,1,0,0,9280,30,0,1
107186919,20230416,0.11467848421814235,0.1538391968888487,0,0,1,0,3,11057,31,2,1
107177428,20230416,0.16391076115485564,0.24776902887139107,0,0,0,0,9,7620,33,0,2
107223560,20230416,0.044701848606907436,0.04540730795196808,1,0,0,0,16,131829,35,0,0
107209916,20230416,0.16294653503123957,0.22432870701578672,0,0,0,0,19,41934,37,0,1
107211248,20230416,0.07648298705209275,0.06744956338452274,1,0,0,0,58,29889,39,0,1
107185313,20230416,0.0514216959027294,0.05889430688366791,0,0,0,0,20,15791,49,0,2
107187261,20230416,0.18324460633230596,0.2817782758942748,0,0,0,0,13,10707,48,0,1
107195144,20230416,0.04090533619692714,0.04648934412687923,0,0,0,0,19,30265,46,0,1
107178983,20230416,0.03672943997742982,0.03172168147834673,1,0,0,0,22,56712,38,2,2
107185851,20230416,0.09925690021231423,0.15624052168638156,0,1,0,0,4,26376,8,2,2
107188829,20230416,0.09599540141789614,0.16679440505844031,0,0,0,0,5,10438,42,0,1
107209677,20230416,0.13360973652534439,0.20181891132807275,0,0,1,0,0,7477,41,0,1
107185372,20230416,0.13512624251030375,0.19339867696463825,0,0,0,0,21,57746,25,0,2
107189782,20230416,0.1370350244528973,0.20224275058044755,0,0,0,0,11,20243,24,0,1
107194208,20230416,0.025547541444472754,0.026224006606516907,1,0,0,0,69,113827,23,2,1
107177439,20230416,0.17585018805397018,0.2112429096201222,0,0,0,0,42,114063,1,2,2
107177833,20230416,0.13719779965793003,0.1760504784357232,0,0,0,0,14,43266,2,2,2
107190800,20230416,0.06019758166802897,0.05420107669325516,1,0,0,0,0,141916,3,2,1
107177246,20230416,0.12840844871432608,0.17879344447584064,0,0,0,0,33,56624,4,2,2
107199428,20230416,0.06686277627603752,0.08421450151057402,0,0,0,0,24,50312,6,2,1
107177558,20230416,0.09830524841871469,0.13775288494036986,0,0,0,0,26,20711,11,2,2
107204659,20230416,0.09713368697900415,0.1321267775152677,0,0,0,0,12,22433,13,2,1
107209402,20230416,0.0768343074116815,0.08859769943788855,0,0,0,0,47,26863,14,2,1
107184891,20230416,0.05969907125765503,0.08196455367644077,1,0,0,0,2,24657,16,2,2
107204667,20230416,0.09082196414477393,0.10096966963581012,0,0,0,0,14,17738,17,2,1
107165126,20230415,0.1526396863184428,0.21495588853101807,0,0,0,0,7,7141,38,0,1
107169046,20230415,0.11695627626874099,0.15387993225017252,0,0,0,0,34,79705,22,0,1
107167277,20230415,0.025385168037039992,0.02841861578989383,1,0,0,0,72,112743,24,2,1
107173979,20230415,0.06330597889800703,0.07294710503753216,1,0,0,0,32,57151,25,2,1
107164590,20230415,0.15593004129040922,0.2192755715196885,0,0,0,0,7,29789,28,0,1
107168460,20230415,0.18102759783476793,0.27793060608749665,0,0,1,0,9,11269,30,0,1
107165740,20230415,0.038471225286487845,0.03849221340721152,1,0,0,0,23,47646,31,2,1
107157084,20230415,0.022717981016784346,0.019160009281665395,0,0,0,0,135,90501,32,2,2
107175573,20230415,0.04565730166514865,0.05670379971507975,0,0,0,0,13,42819,33,0,1
107171488,20230415,0.044640770345440096,0.05441032113308091,0,0,0,0,81,42786,34,0,1
107149087,20230415,0.10553122135071814,0.1497402465111541,0,0,0,0,4,9817,35,2,2
107164127,20230415,0.023106642230917827,0.022660854920996582,0,0,0,0,61,80756,36,2,1
107149478,20230415,0.06756354038060369,0.09310741198007579,1,0,0,0,17,23489,37,2,2
107167487,20230415,0.0496652044598168,0.045464151877071535,1,0,0,0,83,193999,2,2,1
107162316,20230415,0.16915669475323938,0.19965068800302108,0,0,0,0,8,42369,3,2,1
107148920,20230415,0.1222665906065792,0.161184002028269,0,0,0,0,26,63108,4,2,2
107149204,20230415,0.1342408736826027,0.19621582404154575,0,0,1,0,37,52376,5,2,2
107170110,20230415,0.10642096993071923,0.1381329905006785,0,0,0,0,12,42003,6,2,1
107154383,20230415,0.12868836855130403,0.17063265435624086,0,0,0,0,10,31518,8,2,2
107170291,20230415,0.1340984442744198,0.16347870441213977,0,0,0,0,6,19605,10,2,1
107170387,20230415,0.12217834620144988,0.1530618258973301,0,0,0,0,7,16967,11,2,1
107167116,20230415,0.045207956600361664,0.042793498136118886,1,0,0,0,25,98987,12,2,1
107156187,20230415,0.06202948060985639,0.07208831530334661,0,0,0,0,6,31614,13,2,2
107149004,20230415,0.13361414367173843,0.19693974039370757,0,0,0,0,10,34899,14,2,2
107175692,20230415,0.09351776512069433,0.10311906699213452,0,0,0,0,18,18435,15,2,1
107149392,20230415,0.10726413209934084,0.13942339703042814,0,0,0,0,13,15019,16,2,2
107149049,20230415,0.13547214737765526,0.1839087662134219,0,0,0,0,7,15959,17,2,2
107177413,20230415,0.14520870076425632,0.20070546737213404,0,0,0,0,19,17010,41,0,1
107184248,20230415,0.07402511566424323,0.10552985239039436,0,1,0,0,2,4539,30,0,1
107153185,20230415,0.15912577994476457,0.2286133178765045,0,1,0,0,7,29329,1,2,2
107177880,20230415,0.16711190264173345,0.2784208964084298,0,1,1,0,1,3369,31,0,1
107179697,20230415,0.1270533020449212,0.18739523969158564,0,1,0,0,2,5966,34,0,1
107151546,20230415,0.14934463127234213,0.25274725274725274,0,1,1,0,3,7553,35,0,2
107173063,20230415,0.1042830540037244,0.1409062693978895,0,1,0,0,2,3222,36,0,1
107183214,20230415,0.11887779362815026,0.19543509272467904,0,1,0,0,0,4206,37,0,1
107200557,20230415,0.15299636803874092,0.212772397094431,0,1,0,0,3,6608,39,0,0
107178676,20230415,0.13427561837455831,0.21116120385037163,0,1,1,0,1,8207,40,0,1
107173401,20230415,0.16164628690724725,0.23978526692514165,0,1,0,0,1,3353,41,0,1
107149066,20230415,0.16245996156310058,0.23600256245996157,0,1,0,0,3,7805,42,0,2
107172198,20230415,0.13135211630001287,0.2135597581371414,0,1,0,1,4,7773,43,0,1
107182589,20230415,0.12496984318455971,0.19975874547647768,0,1,1,0,2,4145,44,0,1
107175486,20230415,0.14755529685681024,0.25378346915017463,0,1,0,0,5,6872,45,0,1
107177378,20230415,0.16956493632426142,0.2654340939944405,0,1,0,0,1,15469,46,0,1
107186310,20230415,0.1185960591133005,0.24285714285714285,0,1,0,0,5,8120,48,0,1
107178163,20230415,0.17481884057971014,0.28502415458937197,0,1,1,0,3,6624,50,0,1
107149054,20230415,0.16517285531370038,0.23751600512163892,0,0,0,0,6,4686,45,0,2
